campaign_id,title,description,brand_name,category,platform,budget,duration_days,target_age_group,target_gender,min_followers,min_engagement,deliverables,status,brand_reputation,created_at
IN_CMP_03707,Mamaearth - Music & Dance Campaign,Promote Mamaearth products to 35-44 audience,Mamaearth,Music & Dance,LinkedIn,14605.74,7,35-44,All,24495,3.3,"Review,Video,Story,Live Session",completed,4.79,2025-07-24T00:00:00
IN_CMP_03708,PhonePe - Fashion & Lifestyle Campaign,Promote PhonePe products to 35-44 audience,PhonePe,Fashion & Lifestyle,YouTube,18678.02,14,35-44,All,10782,3.4,"Post,Reel",completed,4.81,2025-07-30T00:00:00
IN_CMP_03709,Realme - Technology & Gadgets Campaign,Promote Realme products to 25-34 audience,Realme,Technology & Gadgets,LinkedIn,10311.97,21,25-34,All,10616,5.0,"Story,Live Session",completed,4.64,2025-06-12T00:00:00
IN_CMP_03710,Asian Paints - Finance & Investment Campaign,Promote Asian Paints products to 35-44 audience,Asian Paints,Finance & Investment,Twitter,21180.31,30,35-44,All,21955,2.0,Review,active,4.58,2025-06-29T00:00:00
IN_CMP_03711,Flipkart - Food & Cooking Campaign,Promote Flipkart products to 18-24 audience,Flipkart,Food & Cooking,Instagram,9280.4,7,18-24,Female,14678,3.3,"Story,Reel,Live Session,Review",active,4.59,2025-09-01T00:00:00
IN_CMP_03712,boAt Lifestyle - Entertainment & Comedy Campaign,Promote boAt Lifestyle products to 18-34 audience,boAt Lifestyle,Entertainment & Comedy,Facebook,10276.98,7,18-34,Female,13157,2.7,"Video,Story",active,4.62,2025-09-28T00:00:00
IN_CMP_03713,Nestle India - Devotional & Spirituality Campaign,Promote Nestle India products to 18-34 audience,Nestle India,Devotional & Spirituality,Facebook,17029.77,14,18-34,Female,24501,4.7,Review,draft,4.35,2025-06-01T00:00:00
IN_CMP_03714,Nestle India - Food & Cooking Campaign,Promote Nestle India products to 35-44 audience,Nestle India,Food & Cooking,LinkedIn,57980.86,21,35-44,All,31031,4.9,Post,draft,4.17,2025-08-23T00:00:00
IN_CMP_03715,Mamaearth - News & Current Affairs Campaign,Promote Mamaearth products to 18-34 audience,Mamaearth,News & Current Affairs,Twitter,5492.53,14,18-34,All,20312,4.9,"Reel,Post",active,4.51,2025-05-19T00:00:00
IN_CMP_03716,Flipkart - Regional Content Campaign,Promote Flipkart products to 35-44 audience,Flipkart,Regional Content,YouTube,11544.86,45,35-44,All,24212,4.3,"Reel,Story",active,4.35,2025-07-01T00:00:00
IN_CMP_03717,Flipkart - Technology & Gadgets Campaign,Promote Flipkart products to 35-44 audience,Flipkart,Technology & Gadgets,Instagram,13815.71,14,35-44,Female,13342,2.3,Review,draft,4.43,2025-08-29T00:00:00
IN_CMP_03718,Swiggy - Music & Dance Campaign,Promote Swiggy products to 25-34 audience,Swiggy,Music & Dance,YouTube,8781.11,14,25-34,All,14904,3.9,"Reel,Live Session",completed,3.16,2025-06-09T00:00:00
IN_CMP_03719,Sugar Cosmetics - Regional Content Campaign,Promote Sugar Cosmetics products to 25-34 audience,Sugar Cosmetics,Regional Content,LinkedIn,6659.35,60,25-34,All,20179,2.9,Reel,active,3.55,2025-06-22T00:00:00
IN_CMP_03720,Flipkart - Food & Cooking Campaign,Promote Flipkart products to 18-34 audience,Flipkart,Food & Cooking,Instagram,6480.15,45,18-34,Male,14219,2.9,"Story,Review,Live Session,Video",draft,2.88,2025-08-27T00:00:00
IN_CMP_03721,Mamaearth - News & Current Affairs Campaign,Promote Mamaearth products to 18-34 audience,Mamaearth,News & Current Affairs,Facebook,10367.52,7,18-34,Male,23600,4.6,"Post,Story",completed,2.72,2025-07-30T00:00:00
IN_CMP_03722,Mamaearth - Regional Content Campaign,Promote Mamaearth products to 35-44 audience,Mamaearth,Regional Content,LinkedIn,28527.01,30,35-44,Female,66850,5.6,"Video,Live Session",completed,2.57,2025-08-11T00:00:00
IN_CMP_03723,Tata - News & Current Affairs Campaign,Promote Tata products to 35-44 audience,Tata,News & Current Affairs,Twitter,11524.2,7,35-44,Male,17982,2.6,"Story,Video,Post",completed,3.46,2025-10-31T00:00:00
IN_CMP_03724,boAt Lifestyle - Education & Skills Campaign,Promote boAt Lifestyle products to 25-34 audience,boAt Lifestyle,Education & Skills,Facebook,7722.37,30,25-34,Female,24478,3.4,"Post,Live Session",active,3.77,2025-09-10T00:00:00
IN_CMP_03725,Zomato - Travel & Tourism Campaign,Promote Zomato products to 35-44 audience,Zomato,Travel & Tourism,LinkedIn,32055.36,14,35-44,All,97738,3.6,"Review,Post",active,3.71,2025-09-30T00:00:00
IN_CMP_03726,Myntra - Fashion & Lifestyle Campaign,Promote Myntra products to 35-44 audience,Myntra,Fashion & Lifestyle,Instagram,262978.15,14,35-44,All,580891,3.2,"Post,Reel",draft,4.24,2025-06-14T00:00:00
IN_CMP_03727,Boat - Health & Fitness Campaign,Promote Boat products to 25-34 audience,Boat,Health & Fitness,Facebook,30828.28,21,25-34,All,61279,4.5,"Reel,Post,Live Session,Video",active,4.44,2025-08-21T00:00:00
IN_CMP_03728,Wow Skin Science - Health & Fitness Campaign,Promote Wow Skin Science products to 18-24 audience,Wow Skin Science,Health & Fitness,Instagram,45414.01,7,18-24,Female,26895,4.2,"Video,Reel,Post",active,3.83,2025-07-12T00:00:00
IN_CMP_03729,OnePlus - Regional Content Campaign,Promote OnePlus products to 35-44 audience,OnePlus,Regional Content,LinkedIn,51625.91,14,35-44,Female,44254,5.5,"Reel,Post,Live Session",active,4.01,2025-10-28T00:00:00
IN_CMP_03730,Xiaomi - Devotional & Spirituality Campaign,Promote Xiaomi products to 18-24 audience,Xiaomi,Devotional & Spirituality,Twitter,8398.07,30,18-24,Female,20029,2.2,"Video,Reel",active,4.51,2025-06-26T00:00:00
IN_CMP_03731,Reliance - Finance & Investment Campaign,Promote Reliance products to 35-44 audience,Reliance,Finance & Investment,Instagram,8125.99,7,35-44,All,8676,4.1,"Post,Review",completed,4.1,2025-09-23T00:00:00
IN_CMP_03732,CRED - Beauty & Makeup Campaign,Promote CRED products to 35-44 audience,CRED,Beauty & Makeup,Instagram,6416.83,30,35-44,Female,24911,2.8,"Reel,Video,Review,Post",completed,4.07,2025-08-21T00:00:00
IN_CMP_03733,Amazon India - Food & Cooking Campaign,Promote Amazon India products to 25-34 audience,Amazon India,Food & Cooking,Facebook,7666.42,7,25-34,Male,12446,2.8,"Review,Live Session,Post",completed,4.02,2025-09-09T00:00:00
IN_CMP_03734,Tata - Entertainment & Comedy Campaign,Promote Tata products to 25-34 audience,Tata,Entertainment & Comedy,Facebook,13236.72,21,25-34,Male,10822,4.1,Video,active,4.83,2025-09-19T00:00:00
IN_CMP_03735,Xiaomi - Travel & Tourism Campaign,Promote Xiaomi products to 18-34 audience,Xiaomi,Travel & Tourism,LinkedIn,10563.84,14,18-34,All,5571,2.2,"Post,Live Session,Review",draft,4.58,2025-05-20T00:00:00
IN_CMP_03736,Boat - Food & Cooking Campaign,Promote Boat products to 18-24 audience,Boat,Food & Cooking,YouTube,11926.75,30,18-24,Female,8511,2.8,"Review,Story",active,4.23,2025-09-10T00:00:00
IN_CMP_03737,boAt Lifestyle - Fashion & Lifestyle Campaign,Promote boAt Lifestyle products to 18-34 audience,boAt Lifestyle,Fashion & Lifestyle,Facebook,31888.72,30,18-34,Female,60281,3.2,"Review,Reel,Post",completed,4.12,2025-05-21T00:00:00
IN_CMP_03738,boAt Lifestyle - Regional Content Campaign,Promote boAt Lifestyle products to 18-34 audience,boAt Lifestyle,Regional Content,LinkedIn,7212.34,30,18-34,All,24689,4.0,Post,completed,4.52,2025-05-25T00:00:00
IN_CMP_03739,Reliance - Music & Dance Campaign,Promote Reliance products to 35-44 audience,Reliance,Music & Dance,Facebook,5228.54,21,35-44,Male,18203,2.6,Post,completed,3.54,2025-08-16T00:00:00
IN_CMP_03740,PhonePe - Fashion & Lifestyle Campaign,Promote PhonePe products to 18-24 audience,PhonePe,Fashion & Lifestyle,Instagram,7177.51,14,18-24,All,7164,4.4,"Post,Video",completed,3.33,2025-10-19T00:00:00
IN_CMP_03741,Unacademy - Technology & Gadgets Campaign,Promote Unacademy products to 18-24 audience,Unacademy,Technology & Gadgets,YouTube,28805.85,14,18-24,Female,83414,6.0,"Story,Post",active,3.35,2025-10-21T00:00:00
IN_CMP_03742,Boat - Music & Dance Campaign,Promote Boat products to 18-24 audience,Boat,Music & Dance,YouTube,11385.9,21,18-24,All,23013,3.9,"Live Session,Review",draft,3.99,2025-06-04T00:00:00
IN_CMP_03743,Byju's - Devotional & Spirituality Campaign,Promote Byju's products to 18-24 audience,Byju's,Devotional & Spirituality,Twitter,10620.82,14,18-24,Male,6443,3.3,"Post,Story,Review",active,4.42,2025-09-06T00:00:00
IN_CMP_03744,Wow Skin Science - Sports & Cricket Campaign,Promote Wow Skin Science products to 35-44 audience,Wow Skin Science,Sports & Cricket,LinkedIn,72822.78,21,35-44,All,84469,5.8,"Video,Story,Live Session",completed,3.83,2025-05-30T00:00:00
IN_CMP_03745,Swiggy - Beauty & Makeup Campaign,Promote Swiggy products to 25-34 audience,Swiggy,Beauty & Makeup,Instagram,8447.99,45,25-34,All,13654,3.4,"Story,Video",completed,3.64,2025-06-13T00:00:00
IN_CMP_03746,Zomato - Finance & Investment Campaign,Promote Zomato products to 18-24 audience,Zomato,Finance & Investment,LinkedIn,24276.32,14,18-24,All,16995,3.6,"Post,Reel",draft,4.1,2025-08-29T00:00:00
IN_CMP_03747,Amazon India - Beauty & Makeup Campaign,Promote Amazon India products to 18-34 audience,Amazon India,Beauty & Makeup,Facebook,203290.35,21,18-34,All,712837,3.3,"Review,Post",active,4.51,2025-08-15T00:00:00
IN_CMP_03748,Sugar Cosmetics - News & Current Affairs Campaign,Promote Sugar Cosmetics products to 18-34 audience,Sugar Cosmetics,News & Current Affairs,Twitter,32769.0,60,18-34,All,91020,5.3,"Live Session,Story,Post,Review",completed,4.72,2025-07-28T00:00:00
IN_CMP_03749,Zomato - Regional Content Campaign,Promote Zomato products to 25-34 audience,Zomato,Regional Content,LinkedIn,9793.79,7,25-34,All,19749,2.3,"Story,Review",active,1.71,2025-08-09T00:00:00
IN_CMP_03750,OnePlus - Food & Cooking Campaign,Promote OnePlus products to 35-44 audience,OnePlus,Food & Cooking,LinkedIn,127705.95,30,35-44,All,581687,2.1,"Post,Reel",completed,4.07,2025-06-14T00:00:00
IN_CMP_03751,Wow Skin Science - Music & Dance Campaign,Promote Wow Skin Science products to 18-34 audience,Wow Skin Science,Music & Dance,Twitter,5714.32,30,18-34,All,15646,2.7,"Video,Story",completed,4.57,2025-06-25T00:00:00
IN_CMP_03752,Unacademy - Finance & Investment Campaign,Promote Unacademy products to 18-34 audience,Unacademy,Finance & Investment,Facebook,96512.34,7,18-34,Female,33067,5.3,"Live Session,Video",completed,4.37,2025-10-08T00:00:00
IN_CMP_03753,Amazon India - Gaming Campaign,Promote Amazon India products to 18-34 audience,Amazon India,Gaming,YouTube,8438.69,7,18-34,Male,8038,4.8,"Post,Video,Story",draft,3.44,2025-06-11T00:00:00
IN_CMP_03754,OnePlus - Technology & Gadgets Campaign,Promote OnePlus products to 35-44 audience,OnePlus,Technology & Gadgets,LinkedIn,5633.79,14,35-44,All,12777,3.1,Review,active,3.5,2025-08-12T00:00:00
IN_CMP_03755,OnePlus - Health & Fitness Campaign,Promote OnePlus products to 25-34 audience,OnePlus,Health & Fitness,YouTube,9927.45,14,25-34,All,19012,3.0,Live Session,active,3.4,2025-08-03T00:00:00
IN_CMP_03756,Zomato - Health & Fitness Campaign,Promote Zomato products to 35-44 audience,Zomato,Health & Fitness,YouTube,5181.64,14,35-44,All,13519,3.9,"Reel,Video,Story",draft,3.5,2025-06-12T00:00:00
IN_CMP_03757,Tata - Music & Dance Campaign,Promote Tata products to 25-34 audience,Tata,Music & Dance,Facebook,25206.99,45,25-34,Female,31424,4.8,"Post,Live Session",completed,4.83,2025-09-26T00:00:00
IN_CMP_03758,Asian Paints - Technology & Gadgets Campaign,Promote Asian Paints products to 18-34 audience,Asian Paints,Technology & Gadgets,YouTube,10957.66,30,18-34,All,22890,4.2,"Story,Review,Video",active,4.49,2025-08-03T00:00:00
IN_CMP_03759,Realme - Travel & Tourism Campaign,Promote Realme products to 18-34 audience,Realme,Travel & Tourism,Instagram,7488.01,14,18-34,All,16017,2.7,"Reel,Review",active,3.49,2025-08-06T00:00:00
IN_CMP_03760,CRED - Finance & Investment Campaign,Promote CRED products to 35-44 audience,CRED,Finance & Investment,YouTube,6852.55,7,35-44,All,6934,3.5,Story,completed,4.03,2025-06-05T00:00:00
IN_CMP_03761,Noise - Technology & Gadgets Campaign,Promote Noise products to 18-24 audience,Noise,Technology & Gadgets,Twitter,5817.46,30,18-24,All,11360,2.9,"Review,Post,Story",draft,2.66,2025-05-22T00:00:00
IN_CMP_03762,Asian Paints - Music & Dance Campaign,Promote Asian Paints products to 18-24 audience,Asian Paints,Music & Dance,Twitter,9173.02,7,18-24,All,8330,3.2,Video,active,4.58,2025-06-15T00:00:00
IN_CMP_03763,Byju's - Regional Content Campaign,Promote Byju's products to 18-24 audience,Byju's,Regional Content,YouTube,153249.84,60,18-24,All,799612,3.0,"Reel,Video,Review",completed,2.73,2025-05-28T00:00:00
IN_CMP_03764,PhonePe - Technology & Gadgets Campaign,Promote PhonePe products to 18-34 audience,PhonePe,Technology & Gadgets,YouTube,12848.42,14,18-34,All,5999,4.1,"Reel,Video,Story",completed,4.3,2025-07-30T00:00:00
IN_CMP_03765,Sugar Cosmetics - Beauty & Makeup Campaign,Promote Sugar Cosmetics products to 18-24 audience,Sugar Cosmetics,Beauty & Makeup,YouTube,5619.66,14,18-24,All,13542,4.3,"Live Session,Story,Post",active,4.73,2025-11-10T00:00:00
IN_CMP_03766,Myntra - Regional Content Campaign,Promote Myntra products to 18-24 audience,Myntra,Regional Content,Instagram,5083.95,21,18-24,Male,8160,3.9,Review,completed,4.92,2025-06-20T00:00:00
IN_CMP_03767,PhonePe - News & Current Affairs Campaign,Promote PhonePe products to 18-24 audience,PhonePe,News & Current Affairs,Twitter,8247.63,14,18-24,Female,19550,5.0,"Live Session,Video",completed,4.57,2025-07-24T00:00:00
IN_CMP_03768,Reliance - Fashion & Lifestyle Campaign,Promote Reliance products to 18-24 audience,Reliance,Fashion & Lifestyle,LinkedIn,28171.14,7,18-24,All,83776,3.8,Live Session,draft,3.04,2025-08-02T00:00:00
IN_CMP_03769,Nestle India - News & Current Affairs Campaign,Promote Nestle India products to 18-34 audience,Nestle India,News & Current Affairs,Twitter,14566.28,14,18-34,All,16598,3.0,"Story,Video",active,4.83,2025-07-12T00:00:00
IN_CMP_03770,Flipkart - Finance & Investment Campaign,Promote Flipkart products to 25-34 audience,Flipkart,Finance & Investment,Instagram,6898.16,14,25-34,Female,7009,3.6,"Reel,Video,Story",active,3.93,2025-08-19T00:00:00
IN_CMP_03771,PhonePe - News & Current Affairs Campaign,Promote PhonePe products to 35-44 audience,PhonePe,News & Current Affairs,Facebook,61350.99,21,35-44,All,63824,3.4,Post,completed,3.66,2025-05-20T00:00:00
IN_CMP_03772,Zomato - Music & Dance Campaign,Promote Zomato products to 18-34 audience,Zomato,Music & Dance,Instagram,45864.68,30,18-34,Male,51524,5.7,"Video,Reel,Post,Review",completed,4.18,2025-11-07T00:00:00
IN_CMP_03773,Noise - Devotional & Spirituality Campaign,Promote Noise products to 35-44 audience,Noise,Devotional & Spirituality,Instagram,100575.49,21,35-44,All,924361,2.8,"Live Session,Story,Video,Reel",active,3.2,2025-05-20T00:00:00
IN_CMP_03774,Nykaa - Sports & Cricket Campaign,Promote Nykaa products to 25-34 audience,Nykaa,Sports & Cricket,Facebook,35819.59,21,25-34,Female,64629,4.4,Video,completed,4.26,2025-06-27T00:00:00
IN_CMP_03775,Byju's - Music & Dance Campaign,Promote Byju's products to 18-24 audience,Byju's,Music & Dance,Twitter,11465.41,14,18-24,All,7750,3.8,"Video,Story,Post",completed,3.92,2025-06-06T00:00:00
IN_CMP_03776,Noise - Devotional & Spirituality Campaign,Promote Noise products to 35-44 audience,Noise,Devotional & Spirituality,LinkedIn,138902.08,60,35-44,Male,898288,3.4,"Reel,Review",draft,3.16,2025-08-04T00:00:00
IN_CMP_03777,Myntra - Entertainment & Comedy Campaign,Promote Myntra products to 25-34 audience,Myntra,Entertainment & Comedy,LinkedIn,129373.08,7,25-34,Male,152294,2.9,"Review,Live Session",draft,3.36,2025-07-15T00:00:00
IN_CMP_03778,boAt Lifestyle - Finance & Investment Campaign,Promote boAt Lifestyle products to 35-44 audience,boAt Lifestyle,Finance & Investment,YouTube,8784.97,14,35-44,Male,22462,3.1,"Video,Review",completed,4.14,2025-07-15T00:00:00
IN_CMP_03779,Amazon India - Technology & Gadgets Campaign,Promote Amazon India products to 35-44 audience,Amazon India,Technology & Gadgets,Facebook,16021.05,7,35-44,All,22605,4.7,"Review,Reel,Story,Post",completed,4.08,2025-10-17T00:00:00
IN_CMP_03780,Asian Paints - Devotional & Spirituality Campaign,Promote Asian Paints products to 18-34 audience,Asian Paints,Devotional & Spirituality,Instagram,265208.4,14,18-34,Female,470253,3.1,Reel,completed,4.74,2025-07-09T00:00:00
IN_CMP_03781,Noise - Entertainment & Comedy Campaign,Promote Noise products to 35-44 audience,Noise,Entertainment & Comedy,Instagram,30840.23,7,35-44,All,28718,3.9,"Story,Video",completed,4.14,2025-10-16T00:00:00
IN_CMP_03782,Mamaearth - Finance & Investment Campaign,Promote Mamaearth products to 18-34 audience,Mamaearth,Finance & Investment,LinkedIn,43326.12,7,18-34,All,76847,5.0,"Reel,Video,Story,Live Session",active,3.64,2025-08-10T00:00:00
IN_CMP_03783,Swiggy - Sports & Cricket Campaign,Promote Swiggy products to 18-34 audience,Swiggy,Sports & Cricket,Twitter,26450.97,45,18-34,All,36626,5.0,"Review,Video",active,4.0,2025-09-30T00:00:00
IN_CMP_03784,Xiaomi - Sports & Cricket Campaign,Promote Xiaomi products to 35-44 audience,Xiaomi,Sports & Cricket,YouTube,6825.47,30,35-44,All,7393,4.9,Post,active,2.66,2025-10-10T00:00:00
IN_CMP_03785,Wow Skin Science - Regional Content Campaign,Promote Wow Skin Science products to 18-34 audience,Wow Skin Science,Regional Content,Instagram,15250.58,21,18-34,All,19257,3.3,Post,completed,3.69,2025-05-21T00:00:00
IN_CMP_03786,CRED - Travel & Tourism Campaign,Promote CRED products to 25-34 audience,CRED,Travel & Tourism,Facebook,9113.9,45,25-34,All,18123,3.8,"Live Session,Post",active,4.15,2025-06-30T00:00:00
IN_CMP_03787,Asian Paints - Music & Dance Campaign,Promote Asian Paints products to 18-24 audience,Asian Paints,Music & Dance,Facebook,15533.75,45,18-24,All,7379,3.6,"Live Session,Review",completed,2.34,2025-09-04T00:00:00
IN_CMP_03788,Asian Paints - Sports & Cricket Campaign,Promote Asian Paints products to 25-34 audience,Asian Paints,Sports & Cricket,Twitter,165616.7,14,25-34,All,480828,3.1,Review,draft,4.64,2025-05-30T00:00:00
IN_CMP_03789,Flipkart - Gaming Campaign,Promote Flipkart products to 18-34 audience,Flipkart,Gaming,Facebook,5538.61,7,18-34,All,15523,4.5,"Story,Reel,Video,Review",active,4.9,2025-09-22T00:00:00
IN_CMP_03790,Sugar Cosmetics - News & Current Affairs Campaign,Promote Sugar Cosmetics products to 35-44 audience,Sugar Cosmetics,News & Current Affairs,Instagram,5331.15,14,35-44,Female,14377,4.4,"Post,Story",active,3.22,2025-07-14T00:00:00
IN_CMP_03791,Tata - Fashion & Lifestyle Campaign,Promote Tata products to 25-34 audience,Tata,Fashion & Lifestyle,Facebook,19587.0,21,25-34,Female,5225,3.5,"Story,Live Session,Reel,Review",completed,4.59,2025-10-19T00:00:00
IN_CMP_03792,CRED - Entertainment & Comedy Campaign,Promote CRED products to 18-24 audience,CRED,Entertainment & Comedy,Twitter,209006.68,21,18-24,Female,892654,2.7,"Review,Story",active,4.02,2025-09-13T00:00:00
IN_CMP_03793,Nykaa - Health & Fitness Campaign,Promote Nykaa products to 25-34 audience,Nykaa,Health & Fitness,YouTube,8012.08,14,25-34,Male,6425,4.1,"Live Session,Review,Video",active,4.49,2025-05-20T00:00:00
IN_CMP_03794,OnePlus - Music & Dance Campaign,Promote OnePlus products to 25-34 audience,OnePlus,Music & Dance,Instagram,116996.64,21,25-34,Female,737781,3.1,"Video,Reel,Live Session,Review",active,2.75,2025-10-20T00:00:00
IN_CMP_03795,Xiaomi - Beauty & Makeup Campaign,Promote Xiaomi products to 18-24 audience,Xiaomi,Beauty & Makeup,Twitter,38500.99,21,18-24,All,32390,5.1,Video,draft,3.91,2025-06-22T00:00:00
IN_CMP_03796,Nestle India - Music & Dance Campaign,Promote Nestle India products to 35-44 audience,Nestle India,Music & Dance,Instagram,23806.4,21,35-44,Female,21898,3.1,"Video,Reel,Story",completed,3.62,2025-06-06T00:00:00
IN_CMP_03797,PhonePe - Gaming Campaign,Promote PhonePe products to 25-34 audience,PhonePe,Gaming,Twitter,37379.14,30,25-34,Female,74860,4.1,"Live Session,Video",draft,4.7,2025-09-13T00:00:00
IN_CMP_03798,Mamaearth - Music & Dance Campaign,Promote Mamaearth products to 18-34 audience,Mamaearth,Music & Dance,LinkedIn,14000.83,7,18-34,All,11176,3.2,"Reel,Live Session",active,3.54,2025-07-28T00:00:00
IN_CMP_03799,CRED - Education & Skills Campaign,Promote CRED products to 18-24 audience,CRED,Education & Skills,LinkedIn,8170.39,14,18-24,Female,14951,3.8,"Video,Live Session",completed,3.88,2025-06-02T00:00:00
IN_CMP_03800,Wow Skin Science - Food & Cooking Campaign,Promote Wow Skin Science products to 35-44 audience,Wow Skin Science,Food & Cooking,Instagram,21605.48,14,35-44,All,7729,4.2,Post,active,3.46,2025-10-13T00:00:00
IN_CMP_03801,Amazon India - Devotional & Spirituality Campaign,Promote Amazon India products to 35-44 audience,Amazon India,Devotional & Spirituality,YouTube,111480.37,45,35-44,All,760448,2.6,Post,active,4.01,2025-06-11T00:00:00
IN_CMP_03802,Nykaa - Beauty & Makeup Campaign,Promote Nykaa products to 18-24 audience,Nykaa,Beauty & Makeup,YouTube,16032.11,45,18-24,Male,20111,3.2,"Video,Live Session",active,2.92,2025-06-16T00:00:00
IN_CMP_03803,Byju's - Entertainment & Comedy Campaign,Promote Byju's products to 18-24 audience,Byju's,Entertainment & Comedy,LinkedIn,33863.3,30,18-24,All,57908,5.8,"Reel,Video,Post",completed,2.76,2025-09-14T00:00:00
IN_CMP_03804,OnePlus - Education & Skills Campaign,Promote OnePlus products to 18-24 audience,OnePlus,Education & Skills,YouTube,146741.59,14,18-24,All,605787,2.2,"Story,Post",completed,3.83,2025-09-07T00:00:00
IN_CMP_03805,Mamaearth - Travel & Tourism Campaign,Promote Mamaearth products to 25-34 audience,Mamaearth,Travel & Tourism,LinkedIn,12457.79,7,25-34,All,7785,3.6,"Reel,Story",completed,2.59,2025-08-12T00:00:00
IN_CMP_03806,boAt Lifestyle - Food & Cooking Campaign,Promote boAt Lifestyle products to 18-24 audience,boAt Lifestyle,Food & Cooking,Instagram,5165.63,45,18-24,All,8595,4.5,Post,active,4.15,2025-11-11T00:00:00
IN_CMP_03807,Mamaearth - Beauty & Makeup Campaign,Promote Mamaearth products to 35-44 audience,Mamaearth,Beauty & Makeup,Twitter,38918.79,45,35-44,All,92310,3.4,"Video,Review",completed,3.78,2025-08-30T00:00:00
IN_CMP_03808,Amazon India - Devotional & Spirituality Campaign,Promote Amazon India products to 18-34 audience,Amazon India,Devotional & Spirituality,LinkedIn,6286.18,21,18-34,All,21360,4.9,"Reel,Video,Review",active,3.79,2025-07-03T00:00:00
IN_CMP_03809,Reliance - Regional Content Campaign,Promote Reliance products to 35-44 audience,Reliance,Regional Content,YouTube,16524.54,21,35-44,Female,10621,2.4,"Live Session,Story",draft,4.83,2025-09-16T00:00:00
IN_CMP_03810,Asian Paints - Food & Cooking Campaign,Promote Asian Paints products to 18-34 audience,Asian Paints,Food & Cooking,Facebook,5990.21,14,18-34,All,5922,2.9,"Post,Video",completed,4.31,2025-08-09T00:00:00
IN_CMP_03811,Byju's - News & Current Affairs Campaign,Promote Byju's products to 35-44 audience,Byju's,News & Current Affairs,Instagram,31846.22,7,35-44,Female,60881,4.1,"Video,Story",active,4.68,2025-07-28T00:00:00
IN_CMP_03812,Tata - Health & Fitness Campaign,Promote Tata products to 18-24 audience,Tata,Health & Fitness,YouTube,14459.39,7,18-24,Male,6828,4.1,"Post,Video",completed,3.65,2025-07-25T00:00:00
IN_CMP_03813,Reliance - Travel & Tourism Campaign,Promote Reliance products to 25-34 audience,Reliance,Travel & Tourism,Twitter,33860.99,14,25-34,Male,36225,5.2,Video,completed,4.29,2025-10-15T00:00:00
IN_CMP_03814,PhonePe - Travel & Tourism Campaign,Promote PhonePe products to 25-34 audience,PhonePe,Travel & Tourism,Twitter,35462.48,21,25-34,All,46117,4.6,Video,active,3.48,2025-07-01T00:00:00
IN_CMP_03815,Boat - Sports & Cricket Campaign,Promote Boat products to 18-24 audience,Boat,Sports & Cricket,LinkedIn,20818.44,30,18-24,Male,24598,2.3,"Story,Video",active,4.48,2025-08-23T00:00:00
IN_CMP_03816,Tata - Technology & Gadgets Campaign,Promote Tata products to 35-44 audience,Tata,Technology & Gadgets,YouTube,588515.31,14,35-44,Female,343494,2.9,"Video,Story",active,4.1,2025-11-06T00:00:00
IN_CMP_03817,Asian Paints - Gaming Campaign,Promote Asian Paints products to 18-24 audience,Asian Paints,Gaming,Facebook,6290.43,7,18-24,Female,23955,3.1,"Story,Video,Live Session",active,4.24,2025-06-07T00:00:00
IN_CMP_03818,PhonePe - Gaming Campaign,Promote PhonePe products to 18-34 audience,PhonePe,Gaming,Facebook,12783.24,7,18-34,All,19114,3.2,Reel,active,4.59,2025-09-17T00:00:00
IN_CMP_03819,CRED - Technology & Gadgets Campaign,Promote CRED products to 18-34 audience,CRED,Technology & Gadgets,YouTube,23758.03,14,18-34,All,9588,4.4,"Post,Review",active,4.23,2025-07-18T00:00:00
IN_CMP_03820,Paytm - Fashion & Lifestyle Campaign,Promote Paytm products to 18-34 audience,Paytm,Fashion & Lifestyle,Facebook,5179.83,21,18-34,Male,19784,3.5,"Story,Review,Live Session,Reel",draft,3.97,2025-05-31T00:00:00
IN_CMP_03821,Flipkart - Finance & Investment Campaign,Promote Flipkart products to 35-44 audience,Flipkart,Finance & Investment,Instagram,37507.09,7,35-44,Female,42857,4.9,"Video,Story",active,3.77,2025-10-04T00:00:00
IN_CMP_03822,Sugar Cosmetics - Devotional & Spirituality Campaign,Promote Sugar Cosmetics products to 18-34 audience,Sugar Cosmetics,Devotional & Spirituality,Instagram,8372.09,14,18-34,All,14659,2.3,"Live Session,Review,Reel,Story",completed,3.74,2025-10-11T00:00:00
IN_CMP_03823,boAt Lifestyle - Health & Fitness Campaign,Promote boAt Lifestyle products to 25-34 audience,boAt Lifestyle,Health & Fitness,Facebook,26927.22,7,25-34,All,38056,4.6,"Post,Review",completed,4.19,2025-10-07T00:00:00
IN_CMP_03824,Noise - Devotional & Spirituality Campaign,Promote Noise products to 18-24 audience,Noise,Devotional & Spirituality,LinkedIn,11980.29,14,18-24,All,23557,3.8,"Story,Live Session,Reel",draft,3.27,2025-07-31T00:00:00
IN_CMP_03825,OnePlus - Technology & Gadgets Campaign,Promote OnePlus products to 18-24 audience,OnePlus,Technology & Gadgets,Instagram,46718.03,14,18-24,All,41383,5.5,"Review,Video,Story",active,3.99,2025-10-11T00:00:00
IN_CMP_03826,Amazon India - Gaming Campaign,Promote Amazon India products to 18-34 audience,Amazon India,Gaming,Twitter,56701.59,14,18-34,All,99878,3.5,Review,draft,4.6,2025-07-01T00:00:00
